,DQN
5075,-1
5076,-2
5077,-2
5078,-1
5079,0
5080,-3
5081,-3
5082,-1
5083,-1
5084,-1
5085,0
5086,-1
5087,0
5088,0
5089,-3
5090,-1
5091,0
5092,-2
5093,-1
5094,-3
5095,0
5096,0
5097,-1
5098,-1
5099,-1
5100,1
5101,0
5102,-2
5103,0
5104,-3
5105,-1
5106,0
5107,-3
5108,0
5109,-1
5110,-1
5111,-2
5112,-3
5113,-2
5114,0
5115,-3
5116,-1
5117,-2
5118,1
5119,-1
5120,-1
5121,-1
5122,-4
5123,-5
5124,-1
5125,-1
5126,-3
5127,-1
5128,-1
5129,-1
5130,-1
5131,-4
5132,-1
5133,-4
5134,-4
5135,-5
5136,0
5137,-4
5138,0
5139,-1
5140,1
5141,0
5142,-1
5143,-4
5144,-9
5145,0
5146,-2
5147,-1
5148,0
5149,-3
5150,-3
5151,-1
5152,-2
5153,-1
5154,-1
5155,0
5156,0
5157,-3
5158,1
5159,-4
5160,0
5161,1
5162,-5
5163,-3
5164,-1
5165,0
5166,-1
5167,-4
5168,-1
5169,-4
5170,0
5171,-3
5172,-3
5173,-2
5174,0
5175,0
5176,-1
5177,-1
5178,-1
5179,0
5180,-3
5181,0
5182,-2
5183,0
5184,-1
5185,-1
5186,-3
5187,0
5188,-1
5189,-3
5190,0
5191,-1
5192,-1
5193,0
5194,-1
5195,-1
5196,-1
5197,-2
5198,-1
5199,-2
5200,-2
5201,-1
5202,-2
5203,-1
5204,-1
5205,-1
5206,0
5207,-2
5208,1
5209,-1
5210,-3
5211,-1
5212,1
5213,-2
5214,-1
5215,-3
5216,0
5217,-1
5218,-2
5219,-3
5220,-1
5221,-1
5222,0
5223,-6
5224,0
5225,-1
5226,-3
5227,0
5228,-5
5229,-1
5230,0
5231,-2
5232,0
5233,-1
5234,-1
5235,-1
5236,-2
5237,-1
5238,-1
5239,-1
5240,0
5241,-1
5242,-2
5243,-2
5244,1
5245,-1
5246,-3
5247,0
5248,-1
5249,1
5250,-3
5251,-3
5252,-3
5253,-1
5254,-3
5255,0
5256,-3
5257,-4
5258,-1
5259,-1
5260,-3
5261,0
5262,-2
5263,0
5264,-2
5265,-6
5266,0
5267,-1
5268,-2
5269,-1
5270,-3
5271,-1
5272,-3
5273,-2
5274,0
5275,-1
5276,-3
5277,-2
5278,-2
5279,-3
5280,0
5281,1
5282,-1
5283,1
5284,-1
5285,-1
5286,-2
5287,1
5288,-2
5289,-1
5290,0
5291,-1
5292,0
5293,-3
5294,-2
5295,0
5296,1
5297,-1
5298,0
5299,-3
5300,1
5301,0
5302,1
5303,-3
5304,-1
5305,-1
5306,-2
5307,-2
5308,0
5309,0
5310,0
5311,0
5312,-3
5313,-1
5314,-1
5315,-1
5316,-2
5317,-1
5318,-2
5319,-1
5320,0
5321,0
5322,-1
5323,-1
5324,0
5325,-1
5326,1
5327,0
5328,-1
5329,-3
5330,-1
5331,0
5332,-1
5333,0
5334,-2
5335,-4
5336,-1
5337,-3
5338,-2
5339,0
5340,0
5341,0
5342,-1
5343,-1
5344,-1
5345,-3
5346,-1
5347,0
5348,-5
5349,-1
5350,0
5351,0
5352,1
5353,0
5354,-1
5355,-1
5356,-1
5357,-2
5358,0
5359,-2
5360,1
5361,1
5362,1
5363,-1
5364,-1
5365,0
5366,-2
5367,-1
5368,-1
5369,0
5370,0
5371,0
5372,-1
5373,-2
5374,0
5375,-1
5376,-1
5377,-1
5378,0
5379,-2
5380,-3
5381,0
5382,-3
5383,0
5384,-1
5385,-1
5386,-4
5387,-2
5388,-2
5389,-1
5390,-5
5391,-3
5392,-3
5393,0
5394,-1
5395,0
5396,-1
5397,-1
5398,1
5399,-1
5400,-1
5401,1
5402,-3
5403,-1
5404,-1
5405,1
5406,0
5407,0
5408,-1
5409,-2
5410,-1
5411,-2
5412,-3
5413,-1
5414,0
5415,-1
5416,0
5417,0
5418,-1
5419,0
5420,-2
5421,-2
5422,0
5423,-1
5424,-3
5425,1
5426,-3
5427,0
5428,0
5429,-2
5430,0
5431,-1
5432,0
5433,-1
5434,-6
5435,-1
5436,0
5437,0
5438,0
5439,-1
5440,-1
5441,1
5442,0
5443,1
5444,0
5445,0
5446,-2
5447,-2
5448,0
5449,0
5450,0
5451,-2
5452,-2
5453,-1
5454,0
5455,0
5456,-2
5457,-1
5458,-1
5459,0
5460,-2
5461,-2
5462,0
5463,0
5464,-5
5465,-3
5466,-1
5467,1
5468,-5
5469,-3
5470,-3
5471,0
5472,-1
5473,-1
5474,-3
5475,0
5476,-1
5477,-2
5478,-1
5479,-2
5480,-1
5481,-1
5482,-1
5483,-2
5484,-2
5485,-2
5486,-3
5487,-2
5488,-1
5489,-1
5490,-1
5491,0
5492,-3
5493,1
5494,-1
5495,-3
5496,0
5497,-1
5498,-3
5499,-2
5500,-2
5501,-1
5502,-1
5503,-3
5504,-1
5505,-2
5506,0
5507,-1
5508,-4
5509,0
5510,-1
5511,-1
5512,-1
5513,-1
5514,-2
5515,0
5516,0
5517,-2
5518,-2
5519,0
5520,-1
5521,-3
5522,-2
5523,0
5524,-2
5525,-1
5526,0
5527,0
5528,-3
5529,0
5530,0
5531,-10
5532,-3
5533,0
5534,-4
5535,0
5536,-2
5537,-2
5538,-1
5539,-2
5540,-3
5541,1
5542,-3
5543,-3
5544,-4
5545,0
5546,-9
5547,-2
5548,1
5549,1
5550,-2
5551,-2
5552,-2
5553,-3
5554,0
5555,0
5556,-2
5557,-1
5558,-2
5559,0
5560,-1
5561,0
5562,0
5563,0
5564,-2
5565,-3
5566,-2
5567,-8
5568,-1
5569,-3
5570,0
5571,-1
5572,-1
5573,-1
5574,-1
5575,-1
5576,-3
5577,-3
5578,0
5579,0
5580,-2
5581,-1
5582,-2
5583,-4
5584,-1
5585,-1
5586,-3
5587,-3
5588,-2
5589,-1
5590,-2
5591,0
5592,0
5593,-1
5594,-1
5595,-3
5596,0
5597,0
5598,-1
5599,-1
5600,-1
5601,-2
5602,0
5603,-3
5604,-4
5605,-1
5606,0
5607,-4
5608,0
5609,-3
5610,-10
5611,-1
5612,-3
5613,0
5614,0
5615,-1
5616,-1
5617,-1
5618,-3
5619,-1
5620,-3
5621,-2
5622,0
5623,0
5624,0
5625,0
5626,-1
5627,-3
5628,-3
5629,-1
5630,-1
5631,-6
5632,0
5633,-2
5634,-2
5635,-1
5636,-2
5637,-3
5638,0
5639,-4
5640,0
5641,-1
5642,0
5643,0
5644,-1
5645,-1
5646,-2
5647,-1
5648,0
5649,-1
5650,-4
5651,0
5652,-1
5653,-7
5654,-3
5655,-2
5656,0
5657,-2
5658,-3
5659,-1
5660,0
5661,-3
5662,-1
5663,-1
5664,-1
5665,0
5666,-3
5667,-2
5668,0
5669,-1
5670,1
5671,0
5672,-1
5673,-1
5674,-1
5675,0
5676,-1
5677,-1
5678,0
5679,-2
5680,-3
5681,0
5682,-1
5683,-1
5684,-1
5685,-2
5686,0
5687,0
5688,0
5689,-3
5690,0
5691,-1
5692,-3
5693,-1
5694,-1
5695,0
5696,-3
5697,0
5698,1
5699,1
5700,0
5701,-4
5702,-1
5703,-1
5704,0
5705,1
5706,-1
5707,-1
5708,-1
5709,-1
5710,0
5711,0
5712,-1
5713,-1
5714,-1
5715,-2
5716,-1
5717,-3
5718,-1
5719,-1
5720,0
5721,-1
5722,-1
5723,0
5724,-1
5725,-1
5726,0
5727,0
5728,-7
5729,-2
5730,-4
5731,-4
5732,0
5733,-1
5734,-4
5735,1
5736,-4
5737,0
5738,-3
5739,-1
5740,0
5741,-1
5742,-1
5743,-2
5744,-4
5745,0
5746,0
5747,-4
5748,-1
5749,-1
5750,-3
5751,-1
5752,-1
5753,-1
5754,0
5755,-1
5756,0
5757,-1
5758,0
5759,-1
5760,-2
5761,-1
5762,-1
5763,0
5764,-3
5765,0
5766,-1
5767,0
5768,-3
5769,0
5770,-4
5771,-1
5772,-1
5773,-1
5774,-1
5775,-1
5776,0
5777,-1
5778,-1
5779,-3
5780,0
5781,-1
5782,-2
5783,-3
5784,-1
5785,-1
5786,-1
5787,-1
5788,0
5789,-1
5790,-2
5791,0
5792,0
5793,-4
5794,-3
5795,-2
5796,-1
5797,0
5798,-3
5799,0
5800,-1
5801,-1
5802,-1
5803,0
5804,-4
5805,-1
5806,-1
5807,0
5808,-1
5809,-1
5810,-1
5811,1
5812,-9
5813,0
5814,-1
5815,0
5816,0
5817,-7
5818,-1
5819,-1
5820,-1
5821,-1
5822,-1
5823,-1
5824,1
5825,-1
5826,-3
5827,-1
5828,-4
5829,-2
5830,0
5831,-1
5832,-1
5833,-1
5834,-4
5835,-1
5836,-1
5837,-1
5838,1
5839,-2
5840,0
5841,0
5842,-1
5843,-1
5844,-1
5845,0
5846,0
5847,0
5848,0
5849,0
5850,-1
5851,0
5852,-2
5853,-1
5854,0
5855,-1
5856,-1
5857,-1
5858,1
5859,-4
5860,-1
5861,-2
5862,-1
5863,-1
5864,-1
5865,-1
5866,-1
5867,-4
5868,-2
5869,-1
5870,0
5871,-2
5872,0
5873,1
5874,-2
5875,-1
5876,0
5877,-1
5878,-4
5879,-3
5880,0
5881,0
5882,-2
5883,-2
5884,-2
5885,0
5886,-4
5887,-1
5888,-1
5889,-1
5890,0
5891,0
5892,-2
5893,-3
5894,-4
5895,-1
5896,0
5897,-1
5898,0
5899,0
5900,-2
5901,0
5902,-1
5903,-3
5904,-3
5905,-4
5906,0
5907,-2
5908,-1
5909,0
5910,-1
5911,-1
5912,1
5913,-1
5914,-1
5915,0
5916,0
5917,0
5918,-1
5919,-1
5920,0
5921,0
5922,-1
5923,-1
5924,0
5925,1
5926,0
5927,-4
5928,0
5929,-1
5930,-6
5931,-1
5932,-1
5933,0
5934,-1
5935,-1
5936,-1
5937,-1
5938,-1
5939,-1
5940,0
5941,-1
5942,-4
5943,-1
5944,-1
5945,-4
5946,-1
5947,-1
5948,-1
5949,-6
5950,-1
5951,-1
5952,0
5953,-5
5954,1
5955,-1
5956,-1
5957,-2
5958,-4
5959,-1
5960,-1
5961,0
5962,0
5963,-2
5964,1
5965,-1
5966,0
5967,-2
5968,0
5969,0
5970,1
5971,-2
5972,-1
5973,0
5974,-4
5975,-1
5976,0
5977,0
5978,-1
5979,-1
5980,-1
5981,-2
5982,-1
5983,0
5984,-1
5985,-1
5986,-1
5987,0
5988,-2
5989,-4
5990,-1
5991,-2
5992,0
5993,0
5994,-1
5995,-4
5996,-3
5997,-2
5998,0
5999,-3
6000,1
6001,-1
6002,-1
6003,-4
6004,-3
6005,0
6006,-1
6007,0
6008,0
6009,-2
6010,-1
6011,-1
6012,-2
6013,-2
6014,-2
6015,-2
6016,-1
6017,0
6018,-3
6019,-1
6020,0
6021,0
6022,-2
6023,-1
6024,-1
6025,-2
6026,1
6027,0
6028,0
6029,-6
6030,-1
6031,0
6032,-1
6033,-1
6034,1
6035,-1
6036,-2
6037,0
6038,-1
6039,0
6040,-1
6041,0
6042,-3
6043,0
6044,-3
6045,-2
6046,1
6047,0
6048,-1
6049,-7
6050,0
6051,0
6052,-1
6053,0
6054,-2
6055,-1
6056,-1
6057,-1
6058,0
6059,0
6060,-1
6061,-2
6062,-2
6063,-1
6064,-1
6065,-1
6066,-1
6067,0
6068,-3
6069,-1
6070,-1
6071,0
6072,-1
6073,0
6074,0
6075,0
6076,-2
6077,-2
6078,-1
6079,0
6080,-3
6081,-2
6082,-2
6083,-1
6084,0
6085,-2
6086,-1
6087,-2
6088,-4
6089,-1
6090,-1
6091,0
6092,-1
6093,-2
6094,-2
6095,-3
6096,-1
6097,1
6098,-1
6099,-3
6100,-7
6101,-3
6102,0
6103,-1
6104,1
6105,-7
6106,0
6107,-3
6108,-2
6109,-4
6110,-4
6111,-1
6112,-1
6113,-1
6114,-2
6115,-1
6116,-2
6117,1
6118,-1
6119,-4
6120,0
6121,-2
6122,-4
6123,-3
6124,1
6125,0
6126,-2
6127,-4
6128,-2
6129,-1
6130,-3
6131,-4
6132,1
6133,-1
6134,0
6135,-1
6136,-4
6137,0
6138,-2
6139,0
6140,-1
6141,-3
6142,-1
6143,0
6144,0
6145,-1
6146,0
6147,-6
6148,-1
6149,0
6150,0
6151,-2
6152,0
6153,0
6154,0
6155,0
6156,-3
6157,-3
6158,-3
6159,-1
6160,-1
6161,-2
6162,1
6163,-6
6164,-1
6165,-2
6166,0
6167,0
6168,-1
6169,-3
6170,0
6171,-3
6172,-1
6173,-2
6174,0
6175,-2
6176,-2
6177,-1
6178,-2
6179,-6
6180,-1
6181,-6
6182,0
6183,0
6184,0
6185,1
6186,0
6187,-2
6188,1
6189,-1
6190,-1
6191,0
6192,-3
6193,0
6194,0
6195,0
6196,-3
6197,-1
6198,-1
6199,0
6200,-3
6201,-1
6202,-1
6203,-1
6204,-4
6205,-1
6206,-1
6207,-2
6208,0
6209,-1
6210,-3
6211,1
6212,-1
6213,0
6214,-1
6215,-2
6216,0
6217,-1
6218,-1
6219,-2
6220,0
6221,-3
6222,-1
6223,-3
6224,0
6225,-1
6226,0
6227,1
6228,-1
6229,0
6230,-2
6231,-1
6232,0
6233,0
6234,-1
6235,1
6236,1
6237,0
6238,-2
6239,-3
6240,1
6241,0
6242,-4
6243,-2
6244,-2
6245,-1
6246,-3
6247,-1
6248,1
6249,0
6250,-2
6251,-2
6252,-2
6253,-1
6254,1
6255,-2
6256,-2
6257,0
6258,-3
6259,-1
6260,-1
6261,0
6262,0
6263,0
6264,-1
6265,-4
6266,0
6267,-2
6268,-1
6269,-1
6270,-4
6271,-1
6272,0
6273,-1
6274,1
6275,-1
6276,0
6277,0
6278,-1
6279,-2
6280,-1
6281,1
6282,-2
6283,-2
6284,-4
6285,-4
6286,-1
6287,-2
6288,-1
6289,1
6290,-1
6291,-2
6292,-4
6293,-1
6294,-4
6295,-1
6296,0
6297,-1
6298,-1
6299,-6
6300,-1
6301,0
6302,-1
6303,0
6304,-4
6305,-1
6306,-2
6307,-1
6308,-4
6309,-1
6310,-4
6311,-4
6312,-7
6313,-1
6314,-1
6315,-2
6316,-2
6317,-2
6318,-1
6319,0
6320,0
6321,-1
6322,-1
6323,1
6324,-1
6325,0
6326,-1
6327,-1
6328,-1
6329,-2
6330,-1
6331,-1
6332,0
6333,-2
6334,-1
6335,-1
6336,-1
6337,-2
6338,-1
6339,0
6340,0
6341,0
6342,-4
6343,-2
6344,0
6345,-4
6346,-1
6347,-2
6348,0
6349,-7
6350,-1
6351,-3
6352,-2
6353,-1
6354,-1
6355,-2
6356,0
6357,-6
6358,0
6359,-2
6360,-4
6361,-1
6362,0
6363,-4
6364,0
6365,-2
6366,-1
6367,-6
6368,0
6369,-1
6370,-1
6371,0
6372,-1
6373,1
6374,-1
6375,-1
6376,-3
6377,0
6378,0
6379,1
6380,-1
6381,-3
6382,0
6383,1
6384,-3
6385,-1
6386,-1
6387,-2
6388,-1
6389,0
6390,0
6391,0
6392,0
6393,-1
6394,-1
6395,0
6396,-1
6397,-7
6398,-1
6399,-1
6400,-5
6401,-4
6402,-1
6403,-3
6404,0
6405,-1
6406,-1
6407,0
6408,0
6409,-1
6410,0
6411,-6
6412,0
6413,-1
6414,-2
6415,0
6416,-3
6417,-2
6418,-3
6419,-1
6420,0
6421,-1
6422,0
6423,0
6424,-1
6425,-1
6426,0
6427,-1
6428,0
6429,0
6430,-2
6431,-2
6432,1
6433,-2
6434,-2
6435,-2
6436,-1
6437,-1
6438,0
6439,0
6440,0
6441,-1
6442,0
6443,-2
6444,-1
6445,1
6446,-2
6447,-2
6448,-1
6449,0
6450,-7
6451,-1
6452,1
6453,0
6454,0
6455,1
6456,-1
6457,-1
6458,-1
6459,-1
6460,-1
6461,-1
6462,0
6463,0
6464,-2
6465,-1
6466,-1
6467,-1
6468,-1
6469,-1
6470,0
6471,0
6472,-2
6473,0
6474,0
6475,1
6476,-1
6477,-1
6478,-3
6479,-4
6480,-1
6481,-2
6482,0
6483,1
6484,-1
6485,-2
6486,-1
6487,-1
6488,-4
6489,-1
6490,-1
6491,-1
6492,-1
6493,-2
6494,-1
6495,0
6496,-2
6497,-2
6498,-2
6499,-2
6500,-4
6501,-1
6502,-3
6503,-1
6504,0
6505,-2
6506,-1
6507,0
6508,-2
6509,1
6510,-1
6511,0
6512,-2
6513,-1
6514,0
6515,0
6516,1
6517,0
6518,-1
6519,0
6520,-1
6521,-2
6522,0
6523,-2
6524,0
6525,0
6526,-2
6527,1
6528,-2
6529,-1
6530,0
6531,-1
6532,-1
6533,0
6534,-1
6535,-1
6536,-1
6537,-1
6538,-1
6539,0
6540,0
6541,1
6542,-1
6543,-2
6544,-7
6545,0
6546,0
6547,0
6548,-2
6549,-2
6550,-2
6551,-1
6552,-1
6553,-4
6554,-2
6555,1
6556,0
6557,-1
6558,-1
6559,1
6560,-2
6561,0
6562,0
6563,-2
6564,-1
6565,-3
6566,-3
6567,-2
6568,0
6569,-2
6570,1
6571,-1
6572,-2
6573,-4
6574,0
6575,-1
6576,1
6577,0
6578,-1
6579,-1
6580,0
6581,-2
6582,0
6583,-1
6584,0
6585,0
6586,-4
6587,1
6588,-1
6589,-2
6590,1
6591,-1
6592,-1
6593,-2
6594,-3
6595,-1
6596,0
6597,-1
6598,0
6599,-2
6600,-2
6601,-1
6602,0
6603,-3
6604,-3
6605,0
6606,-2
6607,0
6608,-1
6609,-2
6610,-1
6611,-2
6612,1
6613,0
6614,-2
6615,-2
6616,-1
6617,-1
6618,-3
6619,-3
6620,0
6621,-1
6622,-1
6623,0
6624,-1
6625,-2
6626,-2
6627,-4
6628,-2
6629,-1
6630,-2
6631,-3
6632,-2
6633,-1
6634,-2
6635,-1
6636,-2
6637,0
6638,-1
6639,-2
6640,-1
6641,0
6642,-1
6643,-2
6644,0
6645,0
6646,-1
6647,-1
6648,-2
6649,1
6650,-1
6651,1
6652,-2
6653,0
6654,-2
6655,0
6656,0
6657,0
6658,-2
6659,-3
6660,-1
6661,-3
6662,-2
6663,-1
6664,0
6665,0
6666,0
6667,-1
6668,-1
6669,0
6670,1
6671,1
6672,-2
6673,-2
6674,-6
6675,-1
6676,-2
6677,-1
6678,-1
6679,-1
6680,0
6681,-1
6682,0
6683,-3
6684,-1
6685,-1
6686,-2
6687,0
6688,0
6689,0
6690,0
6691,0
6692,-1
6693,0
6694,-3
6695,0
6696,0
6697,0
6698,-1
6699,-3
6700,-3
6701,-3
6702,0
6703,-1
6704,-3
6705,-4
6706,0
6707,0
6708,-2
6709,0
6710,-1
6711,0
6712,0
6713,-3
6714,-2
6715,-2
6716,-1
6717,-1
6718,-1
6719,-2
6720,-2
6721,0
6722,-1
6723,-4
6724,0
6725,-2
6726,0
6727,0
6728,-1
6729,0
6730,-2
6731,1
6732,1
6733,-3
6734,0
6735,-1
6736,0
6737,0
6738,0
6739,-2
6740,1
6741,1
6742,-1
6743,1
6744,0
6745,-1
6746,-2
6747,0
6748,1
6749,-2
6750,-1
6751,-1
6752,-1
6753,0
6754,0
6755,-1
6756,1
6757,-1
6758,0
6759,0
6760,-2
6761,-1
6762,-1
6763,1
6764,0
6765,-1
6766,1
6767,0
6768,-2
6769,-2
6770,0
6771,-7
6772,-4
6773,1
6774,-4
6775,-1
6776,-1
6777,-1
6778,0
6779,0
6780,0
6781,0
6782,1
6783,-1
6784,-3
6785,-1
6786,-1
6787,-1
6788,0
6789,-2
6790,-3
6791,-1
6792,-2
6793,0
6794,-1
6795,-3
6796,-3
6797,-2
6798,-1
6799,-3
6800,0
6801,-4
6802,0
6803,-1
6804,0
6805,0
6806,-3
6807,-1
6808,0
6809,0
6810,-1
6811,-3
6812,0
6813,0
6814,-1
6815,-3
6816,-1
6817,-4
6818,-2
6819,0
6820,-2
6821,0
6822,-2
6823,-1
6824,1
6825,0
6826,-3
6827,-4
6828,-1
6829,-3
6830,-4
6831,1
6832,-1
6833,-1
6834,-3
6835,-2
6836,-1
6837,1
6838,0
6839,-1
6840,1
6841,-3
6842,-2
6843,0
6844,-2
6845,-1
6846,-1
6847,0
6848,-1
6849,-3
6850,-1
6851,-2
6852,-1
6853,-2
6854,-3
6855,-3
6856,-3
6857,0
6858,-2
6859,-3
6860,-3
6861,0
6862,0
6863,-1
6864,0
6865,-1
6866,-1
6867,-2
6868,-1
6869,-1
6870,-1
6871,-2
6872,-2
6873,0
6874,-1
6875,0
6876,-2
6877,-1
6878,-1
6879,-2
6880,-3
6881,-2
6882,0
6883,-1
6884,0
6885,0
6886,-2
6887,-1
6888,0
6889,-1
6890,0
6891,0
6892,-1
6893,-2
6894,0
6895,0
6896,-2
6897,0
6898,-1
6899,0
6900,0
6901,-1
6902,-2
6903,-2
6904,-2
6905,-3
6906,-1
6907,-1
6908,-2
6909,-1
6910,0
6911,-1
6912,-2
6913,-2
6914,-2
6915,-2
6916,-2
6917,-1
6918,-1
6919,-2
6920,-1
6921,0
6922,-1
6923,-1
6924,0
6925,-1
6926,-1
6927,-1
6928,0
6929,-3
6930,-3
6931,-2
6932,-1
6933,-1
6934,1
6935,0
6936,-2
6937,-1
6938,0
6939,-1
6940,-2
6941,-1
6942,0
6943,-5
6944,-1
6945,-3
6946,-1
6947,0
6948,0
6949,0
6950,-1
6951,-2
6952,0
6953,-2
6954,-1
6955,-2
6956,-2
6957,-1
6958,-1
6959,0
6960,-1
6961,-2
6962,0
6963,-2
6964,-4
6965,-2
6966,-1
6967,-1
6968,-2
6969,-1
6970,-1
6971,0
6972,-1
6973,0
6974,-2
6975,-1
6976,-1
6977,-1
6978,-1
6979,0
6980,-4
6981,0
6982,-2
6983,0
6984,1
6985,-1
6986,0
6987,-1
6988,-1
6989,-4
6990,-1
6991,-2
6992,0
6993,-6
6994,-4
6995,-1
6996,-2
6997,-2
6998,1
6999,-2
7000,-1
7001,-2
7002,0
7003,-4
7004,-5
7005,-1
7006,-1
7007,-1
7008,0
7009,1
7010,-1
7011,-1
7012,-2
7013,-4
7014,-1
7015,1
7016,0
7017,-3
7018,0
7019,-2
7020,0
7021,-2
7022,1
7023,-4
7024,0
7025,-3
7026,-4
7027,-2
7028,0
7029,-2
7030,-4
7031,-4
7032,-3
7033,0
7034,-3
7035,-3
7036,-2
7037,-3
7038,-1
7039,-4
7040,0
7041,-2
7042,-1
7043,-1
7044,-2
7045,-1
7046,-1
7047,-1
7048,-3
7049,-2
7050,-3
7051,0
7052,0
7053,1
7054,-2
7055,-1
7056,1
7057,0
7058,-1
7059,-2
7060,0
7061,0
7062,-1
7063,1
7064,-1
7065,0
7066,-2
7067,-2
7068,0
7069,-2
7070,0
7071,0
7072,-3
7073,-2
7074,0
7075,-2
7076,-2
7077,-1
7078,0
7079,-2
7080,-1
7081,0
7082,0
7083,-6
7084,-1
7085,-5
7086,-1
7087,-1
7088,-2
7089,-2
7090,-1
7091,0
7092,-2
7093,-1
7094,1
7095,0
7096,-1
7097,0
7098,-4
7099,0
7100,0
7101,-1
7102,-1
7103,0
7104,-1
7105,-1
7106,-2
7107,-1
7108,-1
7109,-3
7110,-1
7111,-5
7112,-2
7113,0
7114,-1
7115,1
7116,-2
7117,-1
7118,1
7119,-2
7120,0
7121,-1
7122,-1
7123,-2
7124,-1
7125,-1
7126,-3
7127,-2
7128,0
7129,0
7130,-3
7131,-2
7132,0
7133,-1
7134,-1
7135,-3
7136,-2
7137,1
7138,-4
7139,0
7140,-1
7141,-1
7142,-1
7143,-5
7144,-4
7145,-2
7146,-4
7147,0
7148,0
7149,-1
7150,0
7151,0
7152,0
7153,-1
7154,-1
7155,-1
7156,-5
7157,1
7158,0
7159,-1
7160,-1
7161,-1
7162,-1
7163,-1
7164,0
7165,0
7166,0
7167,1
7168,-1
7169,-1
7170,0
7171,-1
7172,-1
7173,0
7174,0
7175,-1
7176,-3
7177,-1
7178,-1
7179,0
7180,-1
7181,-2
7182,-1
7183,0
7184,-4
7185,0
7186,0
7187,0
7188,-1
7189,-4
7190,-1
7191,-4
7192,-2
7193,0
7194,0
7195,-1
7196,-1
7197,0
7198,-2
7199,-1
7200,-4
7201,-3
7202,-2
7203,-1
7204,-1
7205,-1
7206,-1
7207,-1
7208,-1
7209,-2
7210,-1
7211,-2
7212,-1
7213,-3
7214,-2
7215,-1
7216,-1
7217,0
7218,-1
7219,-1
7220,-1
7221,0
7222,-3
7223,0
7224,0
7225,0
7226,-4
7227,-2
7228,0
7229,-1
7230,-2
7231,-1
7232,-2
7233,-4
7234,-2
7235,-2
7236,0
7237,-1
7238,1
7239,1
7240,-3
7241,-1
7242,0
7243,0
7244,-1
7245,-1
7246,-1
7247,-5
7248,-4
7249,-3
7250,0
7251,0
7252,-3
7253,-2
7254,-7
7255,-1
7256,0
7257,-5
7258,-1
7259,-1
7260,-1
7261,1
7262,0
7263,-2
7264,-2
7265,-1
7266,-4
7267,1
7268,-2
7269,0
7270,-2
7271,-2
7272,1
7273,-2
7274,0
7275,-3
7276,1
7277,-2
7278,-2
7279,-3
7280,-3
7281,-2
7282,-2
7283,0
7284,-1
7285,-1
7286,0
7287,0
7288,-1
7289,-7
7290,-1
7291,-2
7292,-1
7293,-1
7294,-1
7295,-1
7296,-1
7297,-2
7298,-1
7299,0
7300,-1
7301,-1
7302,-1
7303,-4
7304,0
7305,1
7306,0
7307,-1
7308,1
7309,-1
7310,-4
7311,-1
7312,-1
7313,-2
7314,0
7315,-3
7316,1
7317,-1
7318,-1
7319,-1
7320,-1
7321,-3
7322,-1
7323,0
7324,1
7325,1
7326,-2
7327,-2
7328,0
7329,-1
7330,-1
7331,-1
7332,-5
7333,0
7334,0
7335,0
7336,0
7337,0
7338,-3
7339,-1
7340,0
7341,-1
7342,0
7343,-1
7344,-1
7345,-1
7346,-1
7347,0
7348,0
7349,0
7350,0
7351,-2
7352,-1
7353,0
7354,0
7355,-3
7356,-3
7357,-1
7358,0
7359,-1
7360,-1
7361,-1
7362,-2
7363,-1
7364,1
7365,-1
7366,-1
7367,0
7368,0
7369,-1
7370,-1
7371,-1
7372,-1
7373,0
7374,1
7375,-2
7376,-4
7377,-1
7378,0
7379,-1
7380,-1
7381,0
7382,0
7383,0
7384,-2
7385,-4
7386,-1
7387,-3
7388,-1
7389,-3
7390,-1
7391,-1
7392,0
7393,1
7394,-2
7395,-1
7396,0
7397,-1
7398,-1
7399,-1
7400,-1
7401,-1
7402,0
7403,1
7404,0
7405,-1
7406,-1
7407,-1
7408,-2
7409,-2
7410,-1
7411,-2
7412,1
7413,0
7414,-1
7415,-1
7416,-1
7417,-2
7418,-2
7419,-3
7420,-1
7421,1
7422,-2
7423,-4
7424,0
7425,-2
7426,0
7427,0
7428,-2
7429,-2
7430,-1
7431,-2
7432,-2
7433,1
7434,-3
7435,-3
7436,-2
7437,-1
7438,1
7439,-2
7440,0
7441,-2
7442,0
7443,-3
7444,-1
7445,-2
7446,-3
7447,0
7448,-3
7449,-2
7450,0
7451,-2
7452,1
7453,-2
7454,1
7455,-1
7456,-1
7457,0
7458,-2
7459,-2
7460,-1
7461,-1
7462,-1
7463,-1
7464,-3
7465,-1
7466,-2
7467,-1
7468,0
7469,-1
7470,0
7471,-1
7472,-1
7473,-1
7474,-1
7475,-3
7476,0
7477,-1
7478,-3
7479,-2
7480,-1
7481,-3
7482,-3
7483,-2
7484,0
7485,-1
7486,0
7487,-2
7488,-3
7489,0
7490,-1
7491,-1
7492,-2
7493,-1
7494,-2
7495,-2
7496,1
7497,0
7498,-2
7499,-1
7500,-4
7501,-2
7502,-1
7503,0
7504,0
7505,-1
7506,-1
7507,0
7508,0
7509,-1
7510,0
7511,0
7512,-1
7513,0
7514,-2
7515,-1
7516,-1
7517,-1
7518,-1
7519,1
7520,-2
7521,-1
7522,-2
7523,-1
7524,-1
7525,-2
7526,-2
7527,-2
7528,-2
7529,0
7530,-2
7531,0
7532,0
7533,-1
7534,-2
7535,-2
7536,-1
7537,-1
